method,case_id,category,fake_record_name,synthetic_variable_name,synthetic_value_len,synthetic_value_byte_len,compiler_selected,operation_label,expected_observation,actual_observation,expected_success,actual_success,c_harness_matched,getenv_matched,mutation_matched,pointer_lifetime_matched,putenv_ownership_matched,cleanup_matched,return_value_matched,errno_matched,compiler_observed,resolver_not_tested,portability_not_tested,security_not_tested,thread_safety_not_tested,naive_should_fail,output_char_len,output_byte_len,elapsed_sec,failure_reason,harness_ran
preserve_original_case_baseline,e042,getenv_policy,synthetic_option,OAI_FAKE_ENV_FOOTGUN_CHILD_A,8,8,zig cc,child_env,child_inherits_env_copy,child_inherits_env_copy,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.004033830016851425,,True
preserve_original_case_baseline,e043,getenv_policy,toy_process_var,OAI_FAKE_ENV_FOOTGUN_CLEAN_A,3,3,zig cc,cleanup_case,cleanup_ok,cleanup_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.003969226032495499,,True
preserve_original_case_baseline,e044,getenv_policy,example_value,OAI_FAKE_ENV_FOOTGUN_DUP_A,1,1,zig cc,dup_set_unset,dup_set_unset_ok,dup_set_unset_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.003907178062945604,,True
preserve_original_case_baseline,e045,getenv_policy,fake_resolver_flag,OAI_FAKE_ENV_FOOTGUN_CaSe_SeNsItIvE,1,1,zig cc,case_sense,env_names_case_sensitive,env_names_case_sensitive,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.003970307996496558,,True
preserve_original_case_baseline,e046,getenv_policy,sample_locale_marker,OAI_FAKE_ENV_FOOTGUN_UTF8_VAL,4,5,zig cc,non_ascii,non_ascii_value_bytes_opaque,non_ascii_value_bytes_opaque,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.003912250977009535,,True
preserve_original_case_baseline,e047,getenv_policy,fictional_thread_case,OAI_FAKE_ENV_FOOTGUN_NUL_A,3,3,zig cc,nul_byte,nul_byte_impossible_in_env_string,nul_byte_impossible_in_env_string,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,2.705957740545273e-06,,False
preserve_original_case_baseline,e048,getenv_policy,test_env_slot,OAI_FAKE_ENV_FOOTGUN_SNPRINTF_A,11,11,zig cc,snprintf_bound,snprintf_bounded_ok,snprintf_bounded_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.003965252079069614,,True
preserve_original_case_baseline,e049,naive_negative,demo_config_value,OAI_FAKE_ENV_FOOTGUN_NAIVE_E049,1,1,zig cc,naive_immutable,naive_getenv_immutable,naive_getenv_immutable,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.003923304844647646,,True
preserve_original_case_baseline,e050,naive_negative,fake_feature_flag,OAI_FAKE_ENV_FOOTGUN_NAIVE_E050,1,1,zig cc,naive_setenv_safe,naive_setenv_always_safe,naive_setenv_always_safe,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.003883018158376217,,True
preserve_original_case_baseline,e051,naive_negative,fake_lookup_key,OAI_FAKE_ENV_FOOTGUN_NAIVE_E051,1,1,zig cc,naive_putenv_copy,naive_putenv_copies,naive_putenv_copies,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.003829352091997862,,True
preserve_original_case_baseline,e052,naive_negative,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_NAIVE_E052,1,1,zig cc,naive_empty_missing,naive_empty_equals_missing,naive_empty_equals_missing,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.0037550008855760098,,True
preserve_original_case_baseline,e053,naive_negative,fake_env_key,OAI_FAKE_ENV_FOOTGUN_NAIVE_E053,1,1,zig cc,naive_thread_safe,naive_env_thread_safe,naive_env_thread_safe,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.00380206317640841,,True
getenv_policy_observer,e001,getenv_policy,fake_env_key,OAI_FAKE_ENV_FOOTGUN_MISSING_XYZ,0,0,zig cc,getenv_missing,getenv_returns_null,getenv_returns_null,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.004269955912604928,,True
getenv_policy_observer,e002,getenv_policy,demo_setting,OAI_FAKE_ENV_FOOTGUN_TEST_A,5,5,zig cc,setenv_getenv,setenv_getenv_ok,setenv_getenv_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.0038792628329247236,,True
getenv_policy_observer,e011,pointer_lifetime_caveat,fake_feature_flag,OAI_FAKE_ENV_FOOTGUN_PTR_A,6,6,zig cc,getenv_ptr,getenv_returns_ptr_to_global_state,getenv_returns_ptr_to_global_state,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.003895985893905163,,True
getenv_policy_observer,e025,global_state_caveat,fake_lookup_key,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,lock_getenv,lock_getenv_not_enough,lock_getenv_not_enough,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,2.6209745556116104e-06,,False
getenv_policy_observer,e032,global_state_caveat,fake_resolver_flag,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,secure_getenv,secure_getenv_availability_marker,secure_getenv_availability_marker,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,2.0689330995082855e-06,,False
setenv_unsetenv_policy_observer,e002,getenv_policy,demo_setting,OAI_FAKE_ENV_FOOTGUN_TEST_A,5,5,zig cc,setenv_getenv,setenv_getenv_ok,setenv_getenv_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.0038834810256958008,,True
setenv_unsetenv_policy_observer,e003,mutation_caveat,synthetic_option,OAI_FAKE_ENV_FOOTGUN_TEST_B,3,3,zig cc,setenv_no_overwrite,setenv_overwrite_zero_preserves,setenv_overwrite_zero_preserves,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.0039071941282600164,,True
setenv_unsetenv_policy_observer,e004,mutation_caveat,toy_process_var,OAI_FAKE_ENV_FOOTGUN_TEST_C,3,3,zig cc,setenv_overwrite,setenv_overwrite_replaces,setenv_overwrite_replaces,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.0039525029715150595,,True
setenv_unsetenv_policy_observer,e005,getenv_policy,example_value,OAI_FAKE_ENV_FOOTGUN_TEST_D,4,4,zig cc,unsetenv_removes,unsetenv_ok,unsetenv_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.003911913838237524,,True
setenv_unsetenv_policy_observer,e050,naive_negative,fake_feature_flag,OAI_FAKE_ENV_FOOTGUN_NAIVE_E050,1,1,zig cc,naive_setenv_safe,naive_setenv_always_safe,naive_setenv_always_safe,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.00389525992795825,,True
putenv_policy_observer,e014,putenv_ownership_caveat,fake_env_key,OAI_FAKE_ENV_FOOTGUN_PUT_A,6,6,zig cc,putenv_avail,putenv_ok,putenv_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.003926493925973773,,True
putenv_policy_observer,e015,putenv_ownership_caveat,demo_setting,OAI_FAKE_ENV_FOOTGUN_PUT_B,1,1,zig cc,putenv_unavail,putenv_posix_not_iso_c,putenv_posix_not_iso_c,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,2.5671906769275665e-06,,False
putenv_policy_observer,e016,putenv_ownership_caveat,synthetic_option,OAI_FAKE_ENV_FOOTGUN_PUT_C,10,10,zig cc,putenv_caller_buf,putenv_uses_caller_buffer_no_copy,putenv_uses_caller_buffer_no_copy,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.003934463020414114,,True
putenv_policy_observer,e017,putenv_ownership_caveat,toy_process_var,OAI_FAKE_ENV_FOOTGUN_PUT_D,3,3,zig cc,putenv_mut_changed,putenv_buffer_mutation_visible,putenv_buffer_mutation_visible,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.0039032199420034885,,True
putenv_policy_observer,e018,putenv_ownership_caveat,example_value,NOEQUALS,1,1,zig cc,putenv_no_equals,putenv_string_must_contain_equals,putenv_string_must_contain_equals,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.0038869150448590517,,True
putenv_policy_observer,e019,putenv_ownership_caveat,fake_resolver_flag,OAI_FAKE_ENV_FOOTGUN_PUT_E,7,7,zig cc,unset_after_putenv,unsetenv_cleanup_ok,unsetenv_cleanup_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.0039342790842056274,,True
putenv_policy_observer,e051,naive_negative,fake_lookup_key,OAI_FAKE_ENV_FOOTGUN_NAIVE_E051,1,1,zig cc,naive_putenv_copy,naive_putenv_copies,naive_putenv_copies,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.00406196597032249,,True
pointer_lifetime_marker,e011,pointer_lifetime_caveat,fake_feature_flag,OAI_FAKE_ENV_FOOTGUN_PTR_A,6,6,zig cc,getenv_ptr,getenv_returns_ptr_to_global_state,getenv_returns_ptr_to_global_state,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.004017830127850175,,True
pointer_lifetime_marker,e012,pointer_lifetime_caveat,fake_lookup_key,OAI_FAKE_ENV_FOOTGUN_PTR_B,2,2,zig cc,ptr_after_mut,pointer_may_be_invalidated_after_setenv,pointer_may_be_invalidated_after_setenv,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0.00379080418497324,,True
pointer_lifetime_marker,e026,global_state_caveat,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,ptr_inval,pointer_invalidation_caveat,pointer_invalidation_caveat,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,2.312939614057541e-06,,False
global_state_marker,e020,global_state_caveat,sample_locale_marker,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,environ_direct,environ_direct_access_not_run,environ_direct_access_not_run,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.716194674372673e-06,,False
global_state_marker,e021,global_state_caveat,fictional_thread_case,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,host_dump,host_environment_not_dumped,host_environment_not_dumped,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.2312084436416626e-06,,False
global_state_marker,e023,thread_safety_not_tested,demo_config_value,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,thread_race,thread_race_not_run,thread_race_not_run,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.2838281691074371e-06,,False
global_state_marker,e024,thread_safety_not_tested,fake_feature_flag,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,lib_thread,library_may_spawn_threads,library_may_spawn_threads,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.2789387255907059e-06,,False
global_state_marker,e025,global_state_caveat,fake_lookup_key,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,lock_getenv,lock_getenv_not_enough,lock_getenv_not_enough,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.1529773473739624e-06,,False
global_state_marker,e026,global_state_caveat,synthetic_payload,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,ptr_inval,pointer_invalidation_caveat,pointer_invalidation_caveat,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.0100193321704865e-06,,False
global_state_marker,e032,global_state_caveat,fake_resolver_flag,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,secure_getenv,secure_getenv_availability_marker,secure_getenv_availability_marker,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.3380777090787888e-06,,False
resolver_locale_time_marker,e027,locale_not_tested,fake_env_key,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,locale_env,locale_environment_not_tested,locale_environment_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.1958181858062744e-06,,False
resolver_locale_time_marker,e028,locale_not_tested,demo_setting,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,tz_env,timezone_not_tested,timezone_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.1241063475608826e-06,,False
resolver_locale_time_marker,e029,resolver_not_tested,synthetic_option,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,gai_env,getaddrinfo_not_tested,getaddrinfo_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.0980293154716492e-06,,False
resolver_locale_time_marker,e030,resolver_not_tested,toy_process_var,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,dns_net,dns_network_not_tested,dns_network_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.0561197996139526e-06,,False
resolver_locale_time_marker,e031,resolver_not_tested,example_value,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,nss_nr,nss_resolver_not_tested,nss_resolver_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.2048985809087753e-06,,False
posix_iso_boundary_marker,e036,posix_extension_caveat,demo_config_value,OAI_FAKE_ENV_FOOTGUN_POSIX_A,1,1,zig cc,posix_iso,setenv_is_posix_not_iso_c,setenv_is_posix_not_iso_c,success,success,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.0037221258971840143,,True
security_scope_marker,e022,security_not_tested,test_env_slot,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,secrets_nr,real_secrets_not_read,real_secrets_not_read,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,2.4870969355106354e-06,,False
security_scope_marker,e033,security_not_tested,sample_locale_marker,OAI_FAKE_ENV_FOOTGUN_DUMMY,0,0,zig cc,setuid_nr,setuid_security_not_tested,setuid_security_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.9599683582782745e-06,,False
security_scope_marker,e041,security_not_tested,demo_setting,OAI_FAKE_ENV_FOOTGUN_FORK_A,1,1,zig cc,fork_iso,fork_isolation_not_tested,fork_isolation_not_tested,not_tested,not_tested,,,,,,,,True,True,True,True,True,True,False,0,0,1.5560071915388107e-06,,False
errno_and_return_policy_observer,e034,getenv_policy,fictional_thread_case,OAI_FAKE_ENV_FOOTGUN_ERR_A,0,0,zig cc,errno_invalid,errno_set_on_invalid_name,errno_set_on_invalid_name,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.005902355071157217,,True
errno_and_return_policy_observer,e035,portability_not_tested,test_env_slot,OAI_FAKE_ENV_FOOTGUN_ERR_B,0,0,zig cc,errno_port,errno_portability_varies,errno_portability_varies,caveat,caveat,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,0,0.009968339931219816,,True
